Mutant,File,Line,Index,Mutator,Status,Equivalent,Confidence,Time,Comments
36471,org/apache/commons/math3/fitting/GaussianFitter.java,302,57,ReturnValsMutator,NO_COVERAGE,no,high,2 min,return value mutated.
36784,org/apache/commons/math3/distribution/ZipfDistribution.java,446,15,ConditionalsBoundaryMutator,SURVIVED,no,high,2 min,variable t can be calculated by using the external variable x.
37264,org/apache/commons/math3/analysis/solvers/BaseSecantSolver.java,217,207,ReturnValsMutator,SURVIVED,no,medium ,10 min,
38724,org/apache/commons/math3/distribution/LaplaceDistribution.java,120,42,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
39480,org/apache/commons/math3/geometry/euclidean/twod/hull/MonotoneChain.java,163,114,ConditionalsBoundaryMutator,SURVIVED,no,low,15 min,"From > to >= , the hull list is updated with the point at unintended index."
39481,org/apache/commons/math3/geometry/euclidean/twod/hull/MonotoneChain.java,166,137,ConditionalsBoundaryMutator,SURVIVED,yes,low,15 min,
40470,org/apache/commons/math3/distribution/GumbelDistribution.java,149,4,ReturnValsMutator,SURVIVED,no,high,1 min,return value mutated.
40490,org/apache/commons/math3/stat/descriptive/SynchronizedSummaryStatistics.java,341,11,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
40648,org/apache/commons/math3/ode/nonstiff/RungeKuttaStepInterpolator.java,194,88,ConditionalsBoundaryMutator,SURVIVED,no,high,1 min,yDotk is external and is assigned with null at K position instead of new double[0].
40777,org/apache/commons/math3/fraction/BigFractionFormat.java,211,10,VoidMethodCallMutator,SURVIVED,no,high,1 min,
40792,org/apache/commons/math3/fraction/BigFractionFormat.java,281,65,VoidMethodCallMutator,SURVIVED,no,high,1 min,
41817,org/apache/commons/math3/ode/MultistepFieldIntegrator.java,232,10,VoidMethodCallMutator,SURVIVED,no,high,1 min,
42042,org/apache/commons/math3/random/RandomDataImpl.java,446,8,ReturnValsMutator,NO_COVERAGE,no,high,1 min,return value mutated.
42843,org/apache/commons/math3/ode/MultistepIntegrator.java,282,5,ReturnValsMutator,NO_COVERAGE,no,high,1 min,return value mutated.
44150,org/apache/commons/math3/stat/descriptive/moment/VectorialMean.java,86,22,ReturnValsMutator,NO_COVERAGE,no,high,1 min,return value mutated.
45081,org/apache/commons/math3/analysis/interpolation/TricubicInterpolator.java,130,9,ConditionalsBoundaryMutator,NO_COVERAGE,no,high,1 min,
46108,org/apache/commons/math3/ml/neuralnet/twod/util/HitHistogram.java,68,74,MathMutator,NO_COVERAGE,no,high,1 min,hit array is assigned with unexpectd values.
46176,org/apache/commons/math3/ml/neuralnet/twod/util/QuantizationError.java,65,104,NegateConditionalsMutator,NO_COVERAGE,no,high,2 min,Loop might not execute
46295,org/apache/commons/math3/analysis/interpolation/PiecewiseBicubicSplineInterpolator.java,57,43,VoidMethodCallMutator,SURVIVED,no,high,1 min,
47534,org/apache/commons/math3/stat/descriptive/rank/Median.java,94,11,ReturnValsMutator,NO_COVERAGE,no,high,1 min,returns null.
47539,org/apache/commons/math3/analysis/function/Log.java,43,6,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
