Mutant,File,Line,Index,Mutator,Status,Equivalent,Confidence,Time,Comments
5156,examples/unix/rexec.java,101,143,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
5241,org/apache/commons/net/ftp/parser/VMSVersioningFTPEntryParser.java,81,9,VoidMethodCallMutator,SURVIVED,no,high,1 min,
5276,examples/unix/fwhois.java,66,97,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
5284,org/apache/commons/net/nntp/ReplyIterator.java,49,9,NegateConditionalsMutator,NO_COVERAGE,no,high,2 min,
5291,org/apache/commons/net/nntp/ReplyIterator.java,70,5,NegateConditionalsMutator,NO_COVERAGE,no,high,2 min,NP exception
5322,org/apache/commons/net/finger/FingerClient.java,195,7,ReturnValsMutator,NO_COVERAGE,no,high,1 min,returns null
5401,org/apache/commons/net/ftp/FTPSSocketFactory.java,88,11,ReturnValsMutator,NO_COVERAGE,no,high,3 min,
5490,org/apache/commons/net/chargen/CharGenUDPClient.java,94,6,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
5499,examples/cidr/SubnetUtilsExample.java,68,313,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
5505,org/apache/commons/net/telnet/TelnetCommand.java,125,8,NegateConditionalsMutator,NO_COVERAGE,no,high,2 min,returns unexpected return value
5513,org/apache/commons/net/tftp/TFTPPacket.java,259,20,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
5532,examples/mail/Utils.java,67,103,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
5572,org/apache/commons/net/util/KeyManagerUtils.java,225,11,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
5673,examples/mail/IMAPExportMbox.java,226,11,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
